type,country_code,series_code,description,country_name,series_name
Country-Series,GNB,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2024 are based on reports provided by the Country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2024 is based on data from the BIS. Data include the effects of Paris Club debt restructuring agreement and HIPC and MDRI debt relief. DSSI eligible and not participating in 2020 and 2021.,Guinea-Bissau,"External debt stocks, total (DOD, current US$)"
Country-Series,GNB,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,Guinea-Bissau,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,GNB,SP.POP.TOTL,Data source: United Nations World Population Prospects,Guinea-Bissau,"Population, total"
Country-Series,GNQ,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2024 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2024 is based on data from the BIS.,Equatorial Guinea,"External debt stocks, total (DOD, current US$)"
Country-Series,GRD,DT.DOD.DECT.CD,"Long-term public and publicly guaranteed debt data for 2024 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2024 is based on data from the BIS. DSSI eligible and participated in 2020, but not participating in 2021.",Grenada,"External debt stocks, total (DOD, current US$)"
Country-Series,GRD,SP.POP.TOTL,Data source: United Nations World Population Prospects,Grenada,"Population, total"
Country-Series,GRD,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,Grenada,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,GTM,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,Guatemala,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,GTM,SP.POP.TOTL,Data source: Guatemala Instituto Nacional de Estadistica,Guatemala,"Population, total"
Country-Series,GTM,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2024 are based on reports provided by the country. Long-term private nonguaranteed and short-term debt data for 2024 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).,Guatemala,"External debt stocks, total (DOD, current US$)"
Country-Series,GUY,SP.POP.TOTL,Data source: United Nations World Population Prospects,Guyana,"Population, total"
Country-Series,GUY,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,Guyana,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,GUY,DT.DOD.DECT.CD,"Long-term public and publicly guaranteed debt data for 2024 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2024 are World Bank staff estimates based on the market data. Short-term debt for 2024 is based on data from the BIS. Data include the effects of HIPC and MDRI debt relief. Based on the FY2025 World Bank Income classification, Guyana is classified as a high-income country. Since it is eligible for IDA resources, its data are included in the IDS database and IDR 2025, but excluded from the regional (LAC) and low-and middle-income aggregates. DSSI eligible and not participating in 2020 and 2021.",Guyana,"External debt stocks, total (DOD, current US$)"
Country-Series,HND,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,Honduras,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,HND,SP.POP.TOTL,Data source: United Nations World Population Prospects,Honduras,"Population, total"
Country-Series,HND,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2024 are based on reports provided by the country. Short-term debt data for 2024 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). Data include the effects of HIPC and MDRI debt relief. DSSI eligible and not participating in 2020 and 2021.,Honduras,"External debt stocks, total (DOD, current US$)"
Country-Series,HTI,SP.POP.TOTL,Data source: United Nations World Population Prospects,Haiti,"Population, total"
Country-Series,HTI,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,Haiti,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,HTI,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2024 are based on reports provided by the country. Long-term private nonguaranteed debt data only cover Inter-American Development Bank lending. Short-term debt for 2024 is World Bank staff estimates based on Central Bank data. Data include the effects of Paris Club restructuring agreements signed in 2006 and 2009 and HIPC and MDRI debt relief. DSSI eligible and not participating in 2020 and 2021.,Haiti,"External debt stocks, total (DOD, current US$)"
Country-Series,IDN,DT.DOD.DECT.CD,"Long-term public and publicly guaranteed debt, long-term private non-guaranteed debt, and short-term debt data for 2024 are based on reports provided by the country.",Indonesia,"External debt stocks, total (DOD, current US$)"
Country-Series,IDN,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,Indonesia,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,IDN,SP.POP.TOTL,Data source: United Nations World Population Prospects,Indonesia,"Population, total"
Country-Series,IND,SP.POP.TOTL,Data source: United Nations World Population Prospects,India,"Population, total"
Country-Series,IND,DT.DOD.PBND.CD,Long-term public and publicly guaranteed bonds include Foreign Institutional Investor debt as reported by the Bank of India.,India,"PPG, bonds (DOD, current US$)"
Country-Series,IND,DT.DOD.DPNG.CD,Data prior to 2003 are mechanically adjusted from fiscal year to calendar year.,India,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)"
Country-Series,IND,DT.DOD.DPPG.CD,Data prior to 2003 are mechanically adjusted from fiscal year to calendar year.,India,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)"
Country-Series,IND,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,India,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,IND,DT.DOD.DECT.CD,"Long-term public and publicly guaranteed, long-term private nonguaranteed and short-term debt data for 2024 are based on reports provided by the country.",India,"External debt stocks, total (DOD, current US$)"
Country-Series,IRN,DT.DOD.DECT.CD,"Long-term public and publicly guaranteed debt, long-term private non-guaranteed debt and short-term debt data for 2024 are World Bank staff estimates.","Iran, Islamic Rep.","External debt stocks, total (DOD, current US$)"
Country-Series,IRN,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,"Iran, Islamic Rep.","Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,IRN,SP.POP.TOTL,Data source: United Nations World Population Prospects,"Iran, Islamic Rep.","Population, total"
Country-Series,IRQ,SP.POP.TOTL,Data source: United Nations World Population Prospects,Iraq,"Population, total"
Country-Series,IRQ,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2024 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2024 is based on data from the BIS.,Iraq,"External debt stocks, total (DOD, current US$)"
Country-Series,JAM,DT.DOD.DECT.CD,"Long-term public and publicly guaranteed debt, long-term private non-guaranteed debt and short-term debt data for 2024 are based on reports provided by the country.",Jamaica,"External debt stocks, total (DOD, current US$)"
Country-Series,JAM,SP.POP.TOTL,Data source: United Nations World Population Prospects,Jamaica,"Population, total"
Country-Series,JAM,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,Jamaica,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,JOR,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,Jordan,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,JOR,SP.POP.TOTL,Data source: United Nations World Population Prospects,Jordan,"Population, total"
Country-Series,JOR,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2024 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2024 are based on data from the Central Bank. Short-term debt data for 2024 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).,Jordan,"External debt stocks, total (DOD, current US$)"
Country-Series,KAZ,DT.DOD.DECT.CD,"Long-term public and publicly guaranteed, long-term private nonguaranteed and short-term debt data for 2024 are based on reports provided by the country.",Kazakhstan,"External debt stocks, total (DOD, current US$)"
Country-Series,KAZ,SP.POP.TOTL,"Data source: Statistical Agency of Kazakhstan, United Nations World Population Prospects",Kazakhstan,"Population, total"
Country-Series,KAZ,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,Kazakhstan,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,KEN,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,Kenya,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,KEN,SP.POP.TOTL,Data source: United Nations World Population Prospects,Kenya,"Population, total"
Country-Series,KEN,DT.DOD.DECT.CD,"Long-term public and publicly guaranteed debt data for 2024 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2024 are World Bank staff estimates based on the market data and also cover African Development Fund lending. Short-term debt for 2024 is based on data from the BIS. DSSI eligible and did not participate in 2020, but participating in 2021.",Kenya,"External debt stocks, total (DOD, current US$)"
Country-Series,KGZ,DT.DOD.DECT.CD,"Long-term public and publicly guaranteed debt data for 2024 are based on reports provided by the country. Long-term private nonguaranteed and short-term debt data for 2024 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). DSSI eligible and did not participate in 2020, but participating in 2021.",Kyrgyz Republic,"External debt stocks, total (DOD, current US$)"
Country-Series,KGZ,SP.POP.TOTL,Data source: National Statistical Committee,Kyrgyz Republic,"Population, total"
Country-Series,KGZ,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,Kyrgyz Republic,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,KHM,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,Cambodia,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,KHM,SP.POP.TOTL,Data source: United Nations World Population Prospects,Cambodia,"Population, total"
Country-Series,KHM,DT.DOD.DECT.CD,"Long-term public and publicly guaranteed, long-term private nonguaranteed and short-term debt data for 2024 are based on reports provided by the country.  Data include the effects of MDRI debt relief. DSSI eligible and not participating in 2020 and 2021.",Cambodia,"External debt stocks, total (DOD, current US$)"
Country-Series,LAC,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,Latin America & Caribbean (excluding high income),"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,LAO,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,Lao PDR,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,LAO,SP.POP.TOTL,Data source: United Nations World Population Prospects,Lao PDR,"Population, total"
Country-Series,LAO,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2024 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2024 are World Bank staff estimates. Short-term debt for 2024 is based on data from the BIS. DSSI eligible and not participating in 2020 and 2021.,Lao PDR,"External debt stocks, total (DOD, current US$)"
Country-Series,LBN,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2024 are World Bank staff estimates. Long-term private nonguaranteed and short-term debt data for 2024 are based on reports provided by the country.,Lebanon,"External debt stocks, total (DOD, current US$)"
Country-Series,LBN,SP.POP.TOTL,Data source: United Nations World Population Prospects,Lebanon,"Population, total"
Country-Series,LBN,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,Lebanon,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,LBR,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,Liberia,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,LBR,SP.POP.TOTL,Data source: United Nations World Population Prospects,Liberia,"Population, total"
Country-Series,LBR,DT.DOD.DECT.CD,"Long-term public and publicly guaranteed debt data for 2024 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2024 are World Bank staff estimates based on the market data. Short-term debt data are not available.  Data include the effects of Paris Club rescheduling agreement signed in 2008 and 2010, and HIPC and MDRI debt relief. DSSI eligible and not participating in 2020 and 2021.",Liberia,"External debt stocks, total (DOD, current US$)"
Country-Series,LCA,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2024 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available.  Short-term debt data for 2024 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). Data include the effects of HIPC and MDRI debt relief. DSSI eligible and did not participate in 2020 but participating in 2021.,St. Lucia,"External debt stocks, total (DOD, current US$)"
Country-Series,LCA,SP.POP.TOTL,Data source: United Nations World Population Prospects,St. Lucia,"Population, total"
Country-Series,LCA,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,St. Lucia,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,LIC,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,Low income,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,LKA,SP.POP.TOTL,"Data source: Department of Census and Statistics Sri Lanka, United Nations World Population Prospects",Sri Lanka,"Population, total"
Country-Series,LKA,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,Sri Lanka,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,LKA,DT.DOD.DECT.CD,"Long-term public and publicly guaranteed, long-term private non-guaranteed and short-term debt data for 2024 are based on reports provided by the country. Data include the effects of recent debt restructuring.",Sri Lanka,"External debt stocks, total (DOD, current US$)"
Country-Series,LMC,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,Lower middle income,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,LMY,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,Low & middle income,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,LSO,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,Lesotho,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,LSO,SP.POP.TOTL,Data source: United Nations World Population Prospects,Lesotho,"Population, total"
Country-Series,LSO,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2024 are based on reports provided by the country. Long-term private nonguaranteed debt data are World Bank staff estimates based on IIP statistics from the IMF. Short-term debt for 2024 is based on data from the BIS. DSSI eligible and participating in 2020 and 2021.,Lesotho,"External debt stocks, total (DOD, current US$)"
Country-Series,MAR,SP.POP.TOTL,Data source: United Nations World Population Prospects,Morocco,"Population, total"
Country-Series,MAR,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2024 are based on reports provided by the country. Short-term debt data for 2024 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). Data include the effects of HIPC and MDRI debt relief.,Morocco,"External debt stocks, total (DOD, current US$)"
Country-Series,MAR,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,Morocco,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,MDA,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,Moldova,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,MDA,SP.POP.TOTL,"Data source: National Bureau of Statistics. Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova.",Moldova,"Population, total"
Country-Series,MDA,DT.DOD.DECT.CD,"Long-term public and publicly guaranteed for 2024 are based on reports provided by the country. Long-term private nonguaranteed debt and short-term debt data for 2024 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). DSSI eligible, but not participating in 2020 and 2021.",Moldova,"External debt stocks, total (DOD, current US$)"
Country-Series,MDG,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2024 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2024 are World Bank staff estimates based on the market data. Short-term debt for 2024 is based on data from the BIS. Data include the effects of HIPC and MDRI debt relief. DSSI eligible and participating in 2020 and 2021.,Madagascar,"External debt stocks, total (DOD, current US$)"
Country-Series,MDG,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,Madagascar,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,MDG,SP.POP.TOTL,Data source: United Nations World Population Prospects,Madagascar,"Population, total"
Country-Series,MDV,SP.POP.TOTL,Data source: United Nations World Population Prospects,Maldives,"Population, total"
Country-Series,MDV,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,Maldives,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,MDV,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2024 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2024 are estimates based on Central Bank data. Short-term debt for 2024 are based on data from the BIS. DSSI eligible and participating in 2020 and 2021.,Maldives,"External debt stocks, total (DOD, current US$)"
Country-Series,MEX,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,Mexico,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,MEX,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2024 are based on reports provided by the country. Short-term debt data for 2024 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).,Mexico,"External debt stocks, total (DOD, current US$)"
Country-Series,MEX,SP.POP.TOTL,Data source: United Nations World Population Prospects,Mexico,"Population, total"
Country-Series,MIC,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,Middle income,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,MKD,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,North Macedonia,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,MKD,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2024 are based on reports provided by the country. Short-term debt data for 2024 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).,North Macedonia,"External debt stocks, total (DOD, current US$)"
Country-Series,MKD,SP.POP.TOTL,"Data source: State Statistical Office, United Nations World Population Prospects",North Macedonia,"Population, total"
Country-Series,MLI,SP.POP.TOTL,Data source: United Nations World Population Prospects,Mali,"Population, total"
Country-Series,MLI,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,Mali,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,MLI,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2024 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2024 is based on data from the BIS. Data include the effects of HIPC and MDRI debt relief. DSSI eligible and participating in 2020 and 2021.,Mali,"External debt stocks, total (DOD, current US$)"
Country-Series,MMR,DT.DOD.DECT.CD,"Long-term public and publicly guaranteed debt data for 2024 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2024 are World Bank staff estimates based on the market data. Short-term debt data are not available. DSSI eligible and participating in 2020, 2021, and 2022.",Myanmar,"External debt stocks, total (DOD, current US$)"
Country-Series,MMR,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,Myanmar,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,MMR,SP.POP.TOTL,Data source: United Nations World Population Prospects,Myanmar,"Population, total"
Country-Series,MNA,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,MNE,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,Montenegro,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,MNE,SP.POP.TOTL,"Data source: For years after 2000, Statistical Office of Montenegro. For years 1960-1999, growth rates of United Nations World Population Prospects were used to estimate backwards.",Montenegro,"Population, total"
Country-Series,MNE,DT.DOD.DECT.CD,"Long-term public and publicly guaranteed debt, long-term private nonguaranteed debt and short-term debt data for 2024 are based on reports provided by the country.",Montenegro,"External debt stocks, total (DOD, current US$)"
Country-Series,MNG,DT.DOD.DECT.CD,"Long-term public and publicly guaranteed, long-term private nonguaranteed, and short-term debt data for 2024 are based on reports provided by the country. DSSI eligible, but not participating in 2020 and 2021.",Mongolia,"External debt stocks, total (DOD, current US$)"
Country-Series,MNG,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,Mongolia,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,MNG,SP.POP.TOTL,Data source: United Nations World Population Prospects,Mongolia,"Population, total"
Country-Series,MOZ,SP.POP.TOTL,Data source: United Nations World Population Prospects,Mozambique,"Population, total"
Country-Series,MOZ,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2024 are based on reports provided by the country. Short-term debt for 2024 is based on data from the BIS. Data include HIPC and MDRI debt relief. DSSI eligible and participating in 2020 and 2021.,Mozambique,"External debt stocks, total (DOD, current US$)"
Country-Series,MOZ,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,Mozambique,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,MRT,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,Mauritania,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,MRT,SP.POP.TOTL,Data source: United Nations World Population Prospects,Mauritania,"Population, total"
Country-Series,MRT,DT.DOD.DECT.CD,"Long-term public and publicly guaranteed debt data for 2024 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2024 is based on data from the BIS. Data include the effects of MDRI debt relief. DSSI eligible and participating in 2020, 2021 and 2022.",Mauritania,"External debt stocks, total (DOD, current US$)"
Country-Series,MUS,DT.DOD.DECT.CD,"Long-term public and publicly guaranteed debt data for 2024 are based on reports provided by the country. Long-term private nonguaranteed debt data from 2009-2010 and from 2017-2024 are based on reports provided by the country and do not include offshore liabilities, while 2011-2016 data are World Bank staff estimates based on reports provided by the country. Short-term debt data for 2024 are sourced by the Quarterly External Debt Statistics database and include offshore liabilities (http://datatopics.worldbank.org/debt/qeds).",Mauritius,"External debt stocks, total (DOD, current US$)"
Country-Series,MUS,SP.POP.TOTL,"Data source: Statistics Mauritius, United Nations World Population Prospects",Mauritius,"Population, total"
Country-Series,MUS,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,Mauritius,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,MWI,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,Malawi,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,MWI,SP.POP.TOTL,Data source: United Nations World Population Prospects,Malawi,"Population, total"
Country-Series,MWI,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2024 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2024 is based on data from the BIS. Data include the effects of Paris Club rescheduling agreement signed in 2006 and HIPC and MDRI debt relief. DSSI eligible and not participating in 2020 and 2021.,Malawi,"External debt stocks, total (DOD, current US$)"
Country-Series,NER,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2024 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt data for 2024 is based on data from the BIS. Data include the effects of Paris Club rescheduling agreement signed in 2006 and HIPC and MDRI debt relief. DSSI eligible and participating in 2020 and 2021.,Niger,"External debt stocks, total (DOD, current US$)"
Country-Series,NER,SP.POP.TOTL,Data source: United Nations World Population Prospects,Niger,"Population, total"
Country-Series,NER,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,Niger,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,NGA,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,Nigeria,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,NGA,SP.POP.TOTL,Data source: United Nations World Population Prospects,Nigeria,"Population, total"
Country-Series,NGA,DT.DOD.DECT.CD,"Long-term public and publicly guaranteed debt data for 2024 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2024 are World Bank staff estimates based on Central Bank IIP and market data. Short-term debt data for 2024 are based on Central Bank IIP and BIS data. DSSI eligible, but not participating in 2020 and 2021.",Nigeria,"External debt stocks, total (DOD, current US$)"
Country-Series,NIC,DT.DOD.DECT.CD,"Long-term public and publicly guaranteed and long-term private nonguaranteed and short-term debt data for 2024 are based on reports provided by the country.Data include the effects of HIPC and MDRI debt relief. DSSI eligible, but not participating in 2020 and 2021.",Nicaragua,"External debt stocks, total (DOD, current US$)"
Country-Series,NIC,SP.POP.TOTL,Data source: United Nations World Population Prospects,Nicaragua,"Population, total"
Country-Series,NIC,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,Nicaragua,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
Country-Series,NPL,BX.KLT.DINV.CD.DT,Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.,Nepal,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)"
